TankNumb,Culture,Temperature,SingleOrClump,RecruitID,Day,PropGrowth
34,SS,31C,s,110,72,
34,SS,31C,s,119,72,
34,SS,31C,c,120,72,
34,SS,31C,s,121,72,
34,SS,31C,s,122,72,
34,SS,31C,s,123,72,
34,SS,31C,s,124,72,
34,SS,31C,s,125,72,
34,SS,31C,s,126,72,
34,SS,31C,s,127,72,
9,WT,31C,s,1,72,-2.185987912
9,WT,31C,s,2,72,14.06707166
9,WT,31C,s,3,72,25.45147373
9,WT,31C,s,4,72,-4.061001157
9,WT,31C,s,5,72,36.81633814
9,WT,31C,s,6,72,5.730288579
9,WT,31C,s,15,72,21.50674453
9,WT,31C,s,16,72,21.84967709
9,WT,31C,s,17,72,-53.40474239
9,WT,31C,s,18,72,
9,WT,31C,s,21,72,-8.267430302
9,WT,31C,s,19,72,-24.26240995
9,WT,31C,s,20,72,20.13592531
9,WT,31C,c,22,72,2.422172544
9,WT,31C,s,24,72,-29.50685534
9,WT,31C,c,23,72,-14.29053705
9,WT,31C,s,25,72,
9,WT,31C,c,17a,72,-8.431839164
9,WT,31C,c,31,72,21.94494725
9,WT,31C,s,32,72,36.17372909
9,WT,31C,s,33,72,
9,WT,31C,s,35,72,
9,WT,31C,s,34,72,27.08008662
9,WT,31C,c,37,72,40.00605942
9,WT,31C,s,38,72,
9,WT,31C,s,36,72,-11.54081767
9,WT,31C,s,39,72,-13.61189044
9,WT,31C,s,42,72,
9,WT,31C,s,40,72,
9,WT,31C,s,41,72,
9,WT,31C,c,44,72,18.57331561
9,WT,31C,s,43,72,
9,WT,31C,s,45,72,
9,WT,31C,s,46,72,37.46412474
9,WT,31C,s,55,72,
9,WT,31C,s,56,72,
9,WT,31C,s,57,72,
9,WT,31C,s,58,72,63.99572895
9,WT,31C,s,59,72,56.44069262
9,WT,31C,s,60,72,
9,WT,31C,s,61,72,43.98701823
9,WT,31C,c,62,72,
9,WT,31C,c,8,72,
9,WT,31C,s,7,72,
9,WT,31C,c,9,72,
9,WT,31C,s,10,72,
9,WT,31C,s,11,72,
9,WT,31C,s,12,72,
9,WT,31C,s,13,72,
9,WT,31C,s,14,72,
9,WT,31C,s,26,72,
9,WT,31C,c,27,72,
9,WT,31C,s,30a,72,
9,WT,31C,s,28,72,
9,WT,31C,s,29,72,
9,WT,31C,c,30,72,
9,WT,31C,s,47,72,-1.98418038
9,WT,31C,s,48,72,60.01163514
9,WT,31C,s,49,72,4.689566755
9,WT,31C,s,50,72,3.980040018
9,WT,31C,s,51,72,9.724009106
9,WT,31C,s,52,72,
9,WT,31C,s,53,72,
9,WT,31C,s,54,72,
9,WT,31C,c,63,72,7.728300766
9,WT,31C,c,64,72,
9,WT,31C,s,65,72,
9,WT,31C,s,66,72,
9,WT,31C,s,67,72,
9,WT,31C,s,68,72,
9,WT,31C,s,69,72,
9,WT,31C,s,70,72,
9,WT,31C,c,79,72,-19.48544435
9,WT,31C,s,80,72,24.01299953
9,WT,31C,s,81,72,
9,WT,31C,s,82,72,28.75991361
9,WT,31C,s,83,72,
9,WT,31C,s,84,72,19.21640622
9,WT,31C,c,85,72,
9,WT,31C,s,86,72,
9,WT,31C,s,71,72,13.02002355
9,WT,31C,s,72,72,24.16589856
9,WT,31C,s,78,72,1.663546812
9,WT,31C,s,73,72,1.916205337
9,WT,31C,c,76,72,-70.19156154
9,WT,31C,c,75,72,
9,WT,31C,s,74,72,
9,WT,31C,s,77,72,
18,WT,31C,s,1,72,-24.61867435
18,WT,31C,s,2,72,66.5852252
18,WT,31C,s,3,72,11.29243046
18,WT,31C,s,4,72,-8.777312364
18,WT,31C,s,5,72,-20.163333
18,WT,31C,s,6,72,-9.626884118
18,WT,31C,s,7,72,
18,WT,31C,c,14,72,2.251752325
18,WT,31C,s,15,72,
18,WT,31C,s,16,72,
18,WT,31C,s,17,72,7.749393136
18,WT,31C,s,18,72,14.80560446
18,WT,31C,c,19,72,-10.17271644
18,WT,31C,c,28,72,27.51940934
18,WT,31C,s,27,72,
18,WT,31C,s,29,72,40.4723643
18,WT,31C,s,30,72,-12.66585939
18,WT,31C,s,31,72,14.41039978
18,WT,31C,s,33,72,42.16102785
18,WT,31C,c,32,72,28.12596692
18,WT,31C,s,34,72,10.77989876
18,WT,31C,s,35,72,-1.09937233
18,WT,31C,s,36,72,4.314448237
18,WT,31C,c,37,72,18.39805449
18,WT,31C,s,38,72,62.57991658
18,WT,31C,s,39,72,17.01374606
18,WT,31C,s,40,72,17.89864484
18,WT,31C,s,41,72,15.93495129
18,WT,31C,s,42,72,52.82123396
18,WT,31C,s,54,72,56.30124959
18,WT,31C,s,55,72,14.07995302
18,WT,31C,s,56,72,-0.398019178
18,WT,31C,s,57,72,0.296787507
18,WT,31C,s,58,72,23.46558133
18,WT,31C,s,59,72,-18.29641896
18,WT,31C,s,63,72,37.5964199
18,WT,31C,s,64,72,0.222711698
18,WT,31C,s,59b,72,-12.36129294
18,WT,31C,s,8,72,
18,WT,31C,s,9,72,
18,WT,31C,s,10,72,
18,WT,31C,c,11,72,
18,WT,31C,s,12,72,
18,WT,31C,s,13,72,
18,WT,31C,s,20,72,
18,WT,31C,s,21,72,
18,WT,31C,s,22,72,
18,WT,31C,s,23,72,
18,WT,31C,s,24,72,
18,WT,31C,s,26,72,
18,WT,31C,s,25,72,
18,WT,31C,s,25b,72,-7.787082118
18,WT,31C,s,43,72,61.68872493
18,WT,31C,s,44,72,
18,WT,31C,s,45,72,12.50604567
18,WT,31C,s,46,72,
18,WT,31C,s,47,72,
18,WT,31C,s,48,72,
18,WT,31C,s,49,72,
18,WT,31C,s,50,72,
18,WT,31C,c,51,72,4.13998659
18,WT,31C,c,52,72,
18,WT,31C,s,53,72,
18,WT,31C,s,60,72,34.04959901
18,WT,31C,s,61,72,20.10759506
18,WT,31C,s,62,72,20.70708482
18,WT,31C,c,65,72,
18,WT,31C,s,66,72,
18,WT,31C,s,67,72,
18,WT,31C,s,68,72,4.405161825
18,WT,31C,s,69,72,65.39214757
18,WT,31C,s,70,72,
18,WT,31C,s,71,72,11.50675475
18,WT,31C,s,72,72,
18,WT,31C,s,73,72,
18,WT,31C,s,74,72,14.85405892
18,WT,31C,c,75,72,39.13886905
18,WT,31C,s,76,72,
18,WT,31C,s,80,72,16.62857009
18,WT,31C,s,81,72,
18,WT,31C,s,82,72,63.74007917
18,WT,31C,s,83,72,
18,WT,31C,s,78,72,
18,WT,31C,s,79,72,
29,WT,31C,s,1,72,61.25639504
29,WT,31C,s,2,72,28.38132974
29,WT,31C,s,3,72,37.74878931
29,WT,31C,s,4,72,54.84282552
29,WT,31C,s,5,72,28.81388248
29,WT,31C,s,6,72,58.88968381
29,WT,31C,s,13,72,
29,WT,31C,s,14,72,15.08495866
29,WT,31C,s,15,72,62.9217447
29,WT,31C,s,16,72,20.61439899
29,WT,31C,s,17,72,60.99937201
29,WT,31C,s,17a,72,
29,WT,31C,s,18,72,
29,WT,31C,s,19,72,4.567329049
29,WT,31C,s,20,72,44.65138276
29,WT,31C,s,21,72,20.56094422
29,WT,31C,s,31,72,23.30389132
29,WT,31C,c,32,72,9.997610669
29,WT,31C,s,33,72,36.48969674
29,WT,31C,s,34,72,
29,WT,31C,s,35,72,29.47728629
29,WT,31C,s,36,72,11.83974961
29,WT,31C,s,37,72,91.18691086
29,WT,31C,s,37a,72,
29,WT,31C,s,38,72,
29,WT,31C,s,39,72,-3.88606921
29,WT,31C,s,40,72,51.70287334
29,WT,31C,s,42,72,6.337812459
29,WT,31C,s,43,72,23.79092961
29,WT,31C,s,44,72,50.493948
29,WT,31C,s,45,72,25.66416847
29,WT,31C,s,45a,72,
29,WT,31C,c,46,72,53.03225786
29,WT,31C,s,47,72,48.65822304
29,WT,31C,c,48,72,32.35117698
29,WT,31C,c,49,72,8.65428712
29,WT,31C,s,50,72,
29,WT,31C,s,51,72,71.61674468
29,WT,31C,s,52,72,57.08113846
29,WT,31C,s,53,72,57.373737
29,WT,31C,c,54,72,33.34858902
29,WT,31C,s,60,72,37.38409957
29,WT,31C,s,61,72,114.0236458
29,WT,31C,s,62,72,21.9648165
29,WT,31C,s,63,72,20.90821004
29,WT,31C,s,7,72,
29,WT,31C,s,8,72,
29,WT,31C,s,9,72,
29,WT,31C,s,11,72,
29,WT,31C,s,12,72,
29,WT,31C,s,23,72,
29,WT,31C,s,22,72,
29,WT,31C,c,24,72,
29,WT,31C,c,25,72,
29,WT,31C,s,26,72,
29,WT,31C,s,28,72,
29,WT,31C,s,29,72,
29,WT,31C,c,30,72,
29,WT,31C,s,55,72,
29,WT,31C,s,56,72,
29,WT,31C,s,57,72,
29,WT,31C,s,58,72,
29,WT,31C,s,59,72,
29,WT,31C,c,64,72,42.10504837
29,WT,31C,s,65,72,
29,WT,31C,s,66,72,
29,WT,31C,s,67,72,
29,WT,31C,s,68,72,
29,WT,31C,s,10,72,
29,WT,31C,s,27,72,
29,WT,31C,s,69a,72,46.96602405
29,WT,31C,c,69,72,20.55610804
29,WT,31C,c,70,72,10.49054092
29,WT,31C,s,71,72,
29,WT,31C,c,72,72,34.1897121
29,WT,31C,s,73,72,
29,WT,31C,s,74,72,
29,WT,31C,s,81,72,
29,WT,31C,s,75,72,
29,WT,31C,s,76,72,
29,WT,31C,s,77,72,
29,WT,31C,s,78,72,
29,WT,31C,s,79,72,20.9962785
